Name,Code,Inventory,Perennial Inventory,Genetics,Scientific name,Header,Terms,height (ft),Δh (ft),width (ft),Δw(ft),Google patent,Origin,Use,W2W?,History,2022 ideas,Notes,Supplier notes,Suppliers,Pollinator,Attachments,Perennial Seeding,Pollen Pairing,pecan matrix,pecan matrix 2,Pollen shed start,Pollen shed stop,Pollen receive start,Polle n receive stop,last update,Field 33,Bloom time,Flower,Foliage
Phlox paniculata 'Blue Paradise',Have,1,"""Phlox paniculata 'Blue Paradise' (OCZSun, 237)""",Selection,Phlox paniculata 'Blue Paradise',Polemoniaceae: Phlox spp (garden phlox),species,,,,,,,,,,,,"'Blue Paradise' was introduced by Dutch nurseryman, Piet Oudolf, in 1990. The spicy vanilla-clove scented, 1 1/2 in. wide flowers respond to differing light conditions and open violet blue at dawn, develop a purple hue during the day and change back to violet blue at dusk. It grows 2 to 3 ft. tall and 1 to 2 ft. wide. 'Blue Paradise' has good powdery mildew resistance.",,,,,,,,,,,,5/5/2024 12:51pm,,,,
Phlox paniculata ‘Barsixtytwo’,Interesting,1,"""Phlox paniculata ‘Barsixtytwo’ (DEAD, 18)""",Selection,Phlox paniculata ‘Barsixtytwo’,Polemoniaceae: Phlox spp (garden phlox),patent,,,,,https://patents.justia.com/patent/PP22234,NC,landscaping,,"20210501 No sign of it near a blue flag
20200619 looks like it’s beginning to bloom in berm
20180808 Lowes $3 clearance Dave’s Journal Entry ",,"http://www.namethatplant.net/plantdetail.shtml?plant=1062
Native to the Carolinas & Georgia

(Tall Garden Phlox) This new series of naturally dwarf, compact cultivars is perfectly suited for containers, courtyard gardens, and the middle of the border. All members of this series offer good disease resistance, a bushy habit, and large, fragrant flowers. From Bartels Breeding of The Netherlands. 15-18in/MSu/Z3-8/#1 Grade, 72ct C Asexual propagation prohibited.

Coral (‘Barsixtytwo’ PP22234) PHLCOG1, PHLCO72 Vibrant coral red.
https://www.provenwinners.com/sites/provenwinners.com/files/images/press-room/phlox-scabiosa.pdf 

https://patents.google.com/patent/US20110231973P1/en",,,,,,,,,,,,,6/26/2021 6:50am,,,,
Phlox paniculata ‘Jeana’ ,Interesting,0,,Selection,Phlox paniculata ‘Jeana’ ,Polemoniaceae: Phlox spp (garden phlox),no patent,,,,,,NC - Nativar,,,,,"Phlox paniculata ‘Jeana’ was discovered growing along the Harpeth River near Nashville, Tennessee, and stood out among other plants in the area for its exceptionally mildew-free foliage. To this day, this cultivar is among the most resistant to powdery mildew of any phlox; cultivar or straight. And, as a bonus, trials conducted by the Mt. Cuba Center found it was also one of the most attractive phlox to pollinators. By the way, Phlox paniculata ‘Jeana’ comes back true from seed. -- https://www.izelplants.com/blog/cultivars-dont-shoot-the-messenger/
",,,,,,,,,,,,,5/5/2024 5:31pm,,,,
Seedling garden phlox 2021,Have,2,"""Seedling garden phlox 2021 (OCFN, OCFNWc, 57)"",""Seedling garden phlox 2021 (OCFN, OCFNWc, 58)""",TBD,Phlox X,Polemoniaceae: Phlox spp (garden phlox),no patent,,,,,,NC - Nativar,"naturalizing,landscaping",,"2021 appeared near the off-deck phlox. Parents can be ""Phlox X """"Fashionably Early Flamingo”"" (OCoffDeck, 17) and/or Phlox [contested] 'Miss Lingard' (OCoffDeck, 59)",,,,,,,,,,,,,,,7/10/2021 10:47am,,,,
"Phlox X ""Fashionably Early Flamingo”",Have,1,"""""""Phlox X """"""""Fashionably Early Flamingo”"""" (OCoffDeck, 17)""",Hybrid clone,"Phlox X ""Fashionably Early Flamingo”",Polemoniaceae: Phlox spp (garden phlox),patent,,,,,https://patents.justia.com/patent/PP29911,"NC - Nativar,NC - Hybrid",landscaping,,"202006 blooming — a rose fuschia color
20191229 transplanted 2 of 3 to deck area in hopes of it thriving without deer pressure. 
20171219 planted during a warm day (70°F), Drive island front arc
20171216 Big Bloomers large container for Drive island, center of arc",,"* Bloom Start To End: Early Summer - Late Summer
* Habit: Upright
* Plant Height: 2 ft 6 in - 3 ft
* Plant Width: 2 ft 2 in - 2 ft 6 in

- Blooming earlier than other tall varieties, this vibrant hybrid adds a bold punch of color to the middle or back of the border. The thick, mildew-resistant foliage keeps its fresh green color all season. PPAF
- Opening up to 3 weeks earlier than most phlox, this floriferous and mildew resistant variety presents dense clusters of lavender pink blooms over a lengthy season. The candy-colored blooms sit atop tall, elegant stalks rising above clean, verdant foliage. Ideal for the cutting garden and for livening up the back of borders, this Phlox is just the burst of fun, full-throated color interest your garden's been waiting for.
- This new Hybrid Phlox blooms earlier than the typical Tall Garden Phlox (Phlox paniculata), starting about 2-3 weeks earlier than the typical Phlox. ‘Fashionably Early Flamingo’ is a taller variety of Hybrid Phlox that will work best for the middle to back of the border. In addition to being early blooming, it boasts a long season of color. Perfectly defined panicles of light lavender pink flowers bloom prolifically well into midsummer with some rebloom in fall. Broad, thick, bright green foliage stays beautiful all season. Each member of the Fashionably Early series has exceptional mildew resistance, thick leathery leaves, and a stoloniferous habit (as opposed to the tightly clumping P. paniculata types).
",,,,,,,,,,,,,6/25/2021 6:55pm,,,,
Various creeping phlox,Have,0,,,,Polemoniaceae: Phlox spp (spreading),,,,,,,,,,,,,,Various creeping phlox@Gurney,,,,,,,,,,,5/5/2024 4:53pm,,,,
Phlox nivalis,Interesting,0,,Species,Phlox nivalis ,Polemoniaceae: Phlox spp (spreading),species,0.58,0.08,1.13,0.13,,Chatham,"ground cover,By south hose",,"NCSU: It flourishes in hot, well-drained sites, especially in the sandhill and dry habitats of central North and South Carolina. It has a tight 6 inch-tall evergreen mat of shiny, stiff, needle-like foliage with showy pink flowers that appear for a few weeks in spring.Trailing Phlox is a tough and hardy groundcover that is different from other species of Phlox in that it is semi-woody.and favors more acidic soil.

https://www.curenursery.com/plants/phlox-nivalis-lodd-ex-sweet/ - Phloxes in general need good air circulation and deadheading to prevent issues with powdery mildew. Slugs can be a pest in overly moist sites, and spider mites in hot, dry sites.",,,,Phlox nivalis@Growing wild,,,,,,,,,,,5/5/2024 5:31pm,,,,
Creeping Phlox 'Purple Beauty',,0,,Selection,Phlox sublata 'Purple Beauty',Polemoniaceae: Phlox spp (spreading),,,,,,,,"ground cover,deer ignore",,,,"+Aug 20, 2023 -Looking for front walk plants",NewGarden,,,,,,,,,,,,8/20/2023 4:48pm,,"late spring,early summer",pink purple,evergreen
"Phlox subulata 'Scarlet Flame'
",Have,1,"""""""Phlox subulata 'Scarlet Flame'
"""" (, 245)""",Selection,Phlox subulata Scarlet Flame,Polemoniaceae: Phlox spp (spreading),species,,,,,,,,,,,"+May 5, 2024 - can't find info on introduction or origin",,,,,,,,,,,,,5/5/2024 3:27pm,,,,
Rheum × hybridum (Rubarb),Not relevant,0,,Species,Rheum × hybridum (Rubarb),Polygonaceae: Rheum × hybridum (Rubarb),species,,,,,,,edible,,,,Needs cooler weather,,,,,,,,,,,,,7/4/2021 9:53am,,,,
'Blonde de Lyon’ Garden Sorrel,Have,2,"""'Blonde de Lyon’ Garden Sorrel (GNNW, 149)"",""'Blonde de Lyon’ Garden Sorrel (GNb-E, 150)""",Species,Rumex acetosa 'Blonde de Lyon’,Polygonaceae: Rumex acetosa (Garden Sorrel),heirloom,,,,,,"Americas,Europe,Cultivar",edible,,"2021 let go to seed
20190608 The Sorrel in the HK has been well eaten by deer. Assume it’s the tender moist leaves during dry May. Have plenty in the fenced garden. Have been tossing into salads and cooked greens.

2018 autumn. It’s been nice to grow this summer, but too much herbivory.
20190413 scattered remaining seed along south garden fence line (no fence yet)
20180209 #2 sprouting
20180204 O flat #2
20171228 Richters 'Blonde de Lyon’",,"Most famous for sorrel soup. Large, succulent, slightly acid-tasting leaves give zest to salads and any dish which is insipid in itself. Remove flowering tops as they appear to keep leaves tender. Blonde de Lyon is the standard variety esteemed in France. -- Richters",,,,,,,,,,,,,1/17/2022 7:00pm,,,,
Rumex acetosa (Garden Sorrel),Interesting,1,"""Rumex acetosa (Garden Sorrel) (seeded, 188)""",Species,Rumex acetosa (Garden Sorrel),Polygonaceae: Rumex acetosa (Garden Sorrel),species,,,,,,"Americas,Europe",edible,,,,"perennial, (24 in) high, with roots that run deep into the ground
https://www.motherearthnews.com/organic-gardening/zesty-sorrel
Another common sorrel is ‘Profusion,’ an unusual patented variety that mutated naturally in France to produce plants that never run to seed, always have fresh, ready-to-pick leaves, and have no known natural enemies aside from deer, rabbits, chickens and goats. The leaves are round, dark green and more succulent than most other common sorrels. It can be eaten raw in salads or cooked like other greens. This gourmet sorrel was introduced commercially in 1993 by Richter’s and is still available from them. ‘Profusion’ sorrel can be increased only by division or cuttings. It makes a great ornamental border plant because it grows in compact mounds of 8 to 10 inches.
https://www.motherearthliving.com/gardening/herb-to-know-sorrel-rumex-scutatus-r-acetosa
https://www.thekitchn.com/sorrel-is-the-lemon-of-the-vegetable-world-the-vegetable-butcher-220184",,,,,,,,,,,,,2/27/2022 7:07pm,,,,
Bugbane 'Brunette',Have,1,"""Bugbane 'Brunette' (FrtE, 109)""",Selection,Actaea simplex 'Brunette',Ranunculaceae: Actaea,no patent,,,,,,Asia,"landscaping,yellow&purple,deer ignore",,"Ranunculaceae: Actaea simplex 'Brunette'  3' tall, 5' in flower x 36""
  * [Purchased 2021-03-27]()
",,"'- [MBG](http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=257978)
- [Gardenia](https://www.gardenia.net/plant/actaea-simplex-atropurpurea-group-brunette-baneberry)",,,,,,,,,,,,,10/24/2021 7:22pm,,,,
Bugbane 'Pink spike',Have,1,"""Bugbane 'Pink spike' (FrtE, 112)""",Selection,Actaea simplex 'Pink Spike',Ranunculaceae: Actaea,no patent,,,,,,Asia,"landscaping,yellow&purple,deer ignore",,[Purchased 2021-03-27](http://www.newgardenplants.com/productdetails.aspx??product=Pink-Spike--Bugbane&prodID=1021),,"Ranunculaceae: Actaea simplex 'Pink spike' 3' tall, 5' in flower x 24""
  * [Purchased 2021-03-27](http://www.newgardenplants.com/productdetails.aspx??product=Pink-Spike--Bugbane&prodID=1021)
  * ""Pink Spire' may be synonymous with Actaea simplex 'Pink Spike' which is more commonly available in commerce."" [MBG](https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=269229&isprofile=0&), QV [Gardenia](https://www.gardenia.net/plant/actaea-simplex-pink-spike-baneberry)
  * >  Prefers a consistently moist site for best habit. Adds architectural oomph and late summer bloom to a shady area. Good in groups or as a specimen. Best color in light shade. ... Cimicifuga are grown for their dramatic stature and impressive blooms. Finely cut fern-like foliage makes a perfect backdrop for late summer spires of fragrant flowers. Prefers a consistently moist site for best habit. Deer resistant. Extremely hardy. Plants may take a year to really get going (similar to Baptisia). ... Performs best in fertile, moist, high-organic, acidic soil that drains well. Avoid hot afternoon sun. Seedheads provide winter interest, so best to cut down in spring. Division is rarely needed as once established, plants can remain undisturbed indefinitely. [here](https://www.bluestoneperennials.com/CIPS.html?gclid=Cj0KCQjw0oCDBhCPARIsAII3C_G7l_UQFl9ryoDGMwjMnZVatNygaYjmj0_5LL01nALf4aBIdbhdYi4aAgWVEALw_wcB)
  ",,,,,,,,,,,,,10/24/2021 7:22pm,,,,
Aquilegia canadensis (Columbine),Have,1,"""Aquilegia canadensis (Columbine) (OSB, 256)""",Species,Aquilegia canadensis (Columbine),Ranunculaceae: Aquilegia canadensis (Columbine),species,,,,,,,,,"
20210429 S berm plants beginning to bloom. Front steps plant was moved to E end of S berm and blooming. Deck garden plants lost.

20190505 The plant in the S berm bloomed - but the stalk was knocked over. The one by the front steps is also blooming. Deck woods garden continues to bloom. 
20190410 Deck woods garden blooming before this point. Might have bloomed even earlier if the deer hadn’t chomped. Plants establishing on berm and to east of front steps. Not sure if in the chowder sculpture.

20180906 had one thriving pot and one iffy pot with Ranunculaceae: Aquilegia canadensis (Columbine) seedlings. Planted both, splitting the thriving pot into two sections. In S berm, above the fern & partridge berry ""terrace""
20180414 bought Ranunculaceae: Aquilegia canadensis (Columbine) from Growing Wild, mixed a little coir into soil in back porch moss garden. 

20180218 planted E side of entry steps and in back porch moss garden
20180121 planted in flat, some left over
20171001 Sow True Seeds Order https://sowtrueseed.com/product/producteastern-columbine/ ,  Aquilegia canadensis, columbine, 1/2 oz/ 476 seed, - days, X in deep, 10-18 in apart, -, $2.50",,,"https://www.prairiemoon.com/wildflower-forbs/aquilegia-canadensis-columbine.html
Aquilegia canadensis, Columbine, also called Red or American Columbine, is one of the first plants to provide nectar in the spring for bees, butterflies, and hummingbirds. The colorful flowers are red flowing into yellow.  Besides being an early bloomer, Columbine will tolerate a large range of soil and sun types, so you'll have success with it in full sun as well as shade.  It can grow in pine tree areas and is deer-resistant.  The seeds of Aquilegia are shiny black pearls and can be easily collected and planted.
Germination
Prairie Moon: C 60 days: Mix seeds with equal amounts or more of… sterile media (moist—but not so wet that water will squeeze out of a handful). … Place mixture in a labeled, sealed plastic bag and store in a refrigerator (33–38°F). ... If two months (C(60)) of this cold storage before planting is normally required to break the dormancy of these seeds, one month may work for many species if time is a constraint. … Another method of breaking dormancy for species requiring moist stratification is to sow seeds outdoors in the fall so they may overwinter.

Raingarden https://hgic.clemson.edu/factsheet/rain-garden-plants-aquilegia-canadensis-eastern-red-columbine/",,,,,,,,,,,,5/5/2024 5:44pm,,,,
Helleborus 'Tropical Sunset' HONEYMOON® Series,Have,1,"""Helleborus 'Tropical Sunset' HONEYMOON® Series (FrtE, 118)""",Clone,Helleborus 'Tropical Sunset',Ranunculaceae: Helleborus X ,no patent,,,,,,Cultivar,yellow&purple,,,,,,Helleborus 'Tropical Sunset' HONEYMOON® Series@New Garden,,,,,,,,,,,10/18/2021 7:12am,,,,
Helleborus X 'Winter Delights Violet',Have,1,"""Helleborus X 'Winter Delights Violet' (FrtE, 120)""",Hybrid clone,Helleborus X 'Winter Delights Violet',Ranunculaceae: Helleborus X ,no patent,,,,,,Cultivar,"landscaping,yellow&purple",,,,"https://www.plantdelights.com/products/helleborus-hybridus-winter-delights-violet
violet-flowered seedlings from the gardens at Plant Delights. Height: 15"" tall",,,,D5FE0A14-C54B-4A59-BBD2-3D054893E507.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/b4ls485fQ9YuHvvJSatOiQ/eZRAT_pda8aFbt8Y1wsibV7ta0Fz5pAg8fc5xh8Cwb1tD1tOV77cwY_79fZrLuA0DHEPoCMuyJqfMPZdhYI8GM7Xl5rl1vFv_m6MKHERf0nUE332oCYSpPQ5Zf0IqqF9tLWj-fLHcy_fQRSuUSrkdXqOWKRU_YDfz6yx90xAP3MdoTAqOt7m0qKnKLOdmntx/WTJdTE7sLOWokne8jP1uw1t3YGlvJiwKAHFWSjCS8Zs),,,,,,,,,10/18/2021 7:26am,,,,
Helleborus X ‘White Lady’,Have,1,"""Helleborus X ‘White Lady’ (FrtW, 151)""",Selection,Helleborus X ‘White Lady’,Ranunculaceae: Helleborus X ,no patent,,,,,,Cultivar,landscaping,,"20200126 Blooming
20180305 see Ranunculaceae: Helleborus X Onyx Odyssey for image
2017121X planted in “courtyard""
20171216 Big Bloomers $5.95 Ranunculaceae: .Helleborus X ‘White Lady’",,"https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=260629
https://plantlust.com/plants/27108/helleborus-x-hybridus-white-lady/ - says seed grown,  Developed by Gisela Schmiemann of Cologne, Germany. Cites Annie's Annuals and Perennials as source",,,,,,,,,,,,,1/27/2022 8:33am,,,,
Ranunculaceae:  Helleborus X  Onyx Odyssey,Lost,1,"""Ranunculaceae:  Helleborus X  Onyx Odyssey (DEAD, 152)""",,Ranunculaceae:  Helleborus X  Onyx Odyssey,Ranunculaceae: Helleborus X ,PPAF,,,,,,Cultivar,landscaping,checked,"20200205 not visible — need to check if leaves covering. May have been “raked up” during roofing.
20180305

2017121X planted in “courtyard""
20171216 Big Bloomers $9.95 Ranunculaceae: Helleborus X Onyx Odyssey

",,"https://davesgarden.com/guides/pf/go/180620
https://www.gardenia.net/plant/helleborus-winter-jewels-onyx-odyssey
PPAF",,,,,,,,,,,,,1/27/2022 8:47am,,,,
Xanthorhiza simplicissima (yellowroot),Dutch Buffalo Farm,0,,Species,Xanthorhiza simplicissima,Ranunculaceae: Xanthorhiza simplicissima (Yellowroot),species,2.50,0.50,8.00,2.00,,Chatham,"ground cover,landscaping,rain garden,yellow&purple",,,Porch garden (maybe aggressive?),,,,,,,,,,,,,,2/20/2022 12:36pm,,,,
Ceanothus americanus (New Jersey tea),Have,1,"""Ceanothus americanus (New Jersey tea) (OSB, 124)""",Species,Ceanothus americanus,Rhamnaceae: Ceanothus americanus (New Jersey tea),species,2.50,0.50,4.00,1.00,,,"edible,naturalizing,deer browse,under walnut",,"20190224 Planted Rhamnaceae: Ceanothus americanus (New Jersey tea) on S berm, E end, near the dogwoods. With Sassafras, a tea planting?
20190215 Mellowmarsh/CountryFarm&Home",,"http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g820
https://plants.ces.ncsu.edu/plants/all/ceanothus-americanus/

From https://www.ecolandscaping.org/05/native-plants/high-impact-native-american-shrubs/ 
New Jersey Tea (Ceonanthus americanus) is a beautiful small shrub with fragrant white flowers, somewhat resembling a spirea. The yellow stems are noticeable in the winter. Like many other shrubs in the buckthorn family it is able to fix nitrogen from the air (with the help of symbiotic microorganisms), allowing it to thrive in extremely poor soils. Therefore, New Jersey Tea is an excellent choice for dry, rocky slopes and other difficult locations with lean soil.

The merits of Ceonanthus americanus are becoming popular in pollinator gardens. Photo: John Oyston [Attached]

The root system is fibrous on the surface, but has some strong tap roots that reach deep into the soil, which is why this shrub is difficult to transplant and therefore not very common in the trade. Due to a considerable rise in demand, it has become more widely available in the last few years. Research has proven that an inoculation with the nitrogen-fixing organisms (with the tentative name Streptomyces ceanothi) will increase growth of this plant and could be used to enrich poor soil, such as in re-vegetation areas; however, a practical method to achieve this has not yet been developed.
New Jersey Tea is a useful native shrub for pollinator gardens. The slightly fragrant flowers attract hummingbirds and a wide range of pollinating insects. It is a host plant for caterpillars of various butterflies, including azure (Celastrina) and duskywing species (Erynnis martialis and others). Unfortunately, deer also have a taste for it, therefore it is useless to plant it where deer populations have fallen out of balance and turned into pests. And, because deer are overpopulated almost everywhere, they have contributed to the disappearance for a considerable number of native plants!
https://www.ecolandscaping.org/05/native-plants/high-impact-native-american-shrubs/",,Ceanothus americanus (New Jersey tea)@CFH2021MM,,Ceanothus_americanus.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/F-sK561NZgNZ9LqGvMhd4w/gkWF2sl2dScNbqTqBLNgt-uCdL1eZTBO-QjlaKLE-Go_AiI6FfXGwpPQtY2AdYXWu0L1649QV_SkV5Edu0sMqzNze0NO0ps4ln9HP6f1MAgtLN4ZIDVyJuNdLrCbiJ7H1MHndFRZ7R05iyPnxeEO2_eGLQgEKanLG7d5Eec8IxM/3E9Rjr2GoOJO2zJBIcOR3Wo8ZF0c2j1w77LHPNx-YiA),,,,,,,,,10/24/2021 7:48pm,,,,
‘Purple Pride’ PP2374,Interesting,0,,Clone,Prunus angustifolia,Rosaceae-Amygdaloideae-Amygdaleae: Prunus angustifolia (Chickasaw plum),patent,,,,,,NC - Nativar,"fruit,naturalizing,landscaping",,,,"[2] Creech, Dave. “Prunus X ‘Purple Pride’ – The Very First Purple Leaf Plum With Native Genetics.” Dave Creech (blog), January 9, 2017. https://dcreechsite.com/2017/01/09/prunus-x-purple-pride-the-very-purple-plum-with-native-genetics/.",$75 “Purple Pride” per https://www.soonerplantfarm.com/plant/plum-fruiting-purple-pride/,,Other selection,,,,,,,,,,6/26/2021 6:38am,,,,
Caddo Chief,Interesting,0,,Clone,Prunus angustifolia,Rosaceae-Amygdaloideae-Amygdaleae: Prunus angustifolia (Chickasaw plum),heirloom,,,,,,,"fruit,naturalizing",,,,"found in the wild in Caddo Parish, LA., and introduced by G. W. Stoner, Shreveport, LA. (Wight, 1915). Via https://plants.usda.gov/plantguide/pdf/pg_pran3.pdf",,,Other selection,,,,,,,,,,6/26/2021 6:38am,,,,
Chickasaw Plum,Have,2,"""Chickasaw Plum (EYBS, 234)"",""Chickasaw Plum (EYBS, 251)""",Species,Prunus angustifolia,Rosaceae-Amygdaloideae-Amygdaleae: Prunus angustifolia (Chickasaw plum),species,,,,,,Chatham,"fruit,naturalizing",,,,"large shrub/small tree common in managed fields of the sandhills region. These 3-to 4-meter trees are covered with thousands of white blossoms in mid-March before their leaves emerge…. Chickasaw Plums have excellent wildlife value and produce ripe fruits as early as mid-May. The downside is that the blossoms tend to be very short-lived, lasting only a few days, so good timing is re-quired. - Will Stuart in NEWSLETTER OF THE NC NATIVE PLANT SOCIETY Spring 2019ISSN: 2151-2159Vol. 17, Issue 1

2015 https://growingfruit.org/t/thinking-about-wild-type-plums-from-oikos/809

https://www.digitalussouth.org/oldsouthernorchards/subsubindex.php?name=Chickasaw%20Plum
",Get shoots from Laura,Chickasaw Plum@Almost Eden,"Better with other plant,Other plant ",,,,,,,,,,5/5/2024 4:43pm,,,,
Gutherie Plum,Have,1,"""Gutherie Plum (EYBS, 250)""",Clone,Prunus angustifolia,Rosaceae-Amygdaloideae-Amygdaleae: Prunus angustifolia (Chickasaw plum),,,,,,,Chatham,"fruit,naturalizing",,"202104 Guthrie from Mail order natives planted on east border, south of garden plot",,"I queried Charles Webb, Superior Trees, Florida, for the history of Prunus angustifolia ‘Guthrie’ and he wrote me back 11/17/2011, “I, Charles Webb, discovered Guthrie plum in the early 1990s in Madison County, Florida. I was scouting for Chickasaw plum seed when I noticed a single old plum tree with a few large, attractive fruit that were also tasty. The old tree had more dead than live branches and no growth suitable for rooting but I felt the plant was worthy of preserving. I made a single hack with a machete on the back of the tree to induce sprouting. Upon my return the following summer there was a nice healthy sprout that resulted in three rooted specimens that were outplanted in my fruit orchard. These three plants were the source of cuttings for the propagation of Guthrie plum. The name Guthrie was chosen because a Guthrie family was the nearest resident to the old tree. These three trees plus several more continue as our source of cuttings. I hope this information will serve your needs. I look forward to seeing your selection with purple leaves. Charles Webb”. Isn’t that a great story? [2] 2] Creech, Dave. “Prunus X ‘Purple Pride’ – The Very First Purple Leaf Plum With Native Genetics.” Dave Creech (blog), January 9, 2017. https://dcreechsite.com/2017/01/09/prunus-x-purple-pride-the-very-purple-plum-with-native-genetics/.",,,Other selection,,,,,,,,,,5/5/2024 4:43pm,,,,
N.C McKibben ,Interesting,0,,Selection,Prunus angustifolia,Rosaceae-Amygdaloideae-Amygdaleae: Prunus angustifolia (Chickasaw plum),,,,,,,,fruit,,,,https://www.facebook.com/groups/SouthernFruitFellowship/posts/10156619518094208/ & https://www.youtube.com/watch?v=Lr6ai-37NLI ,,,,,,,,,,,,,5/5/2024 5:31pm,,,,
Odum Plum,Interesting,0,,Clone,Prunus angustifolia,Rosaceae-Amygdaloideae-Amygdaleae: Prunus angustifolia (Chickasaw plum),,,,,,,Chatham,"fruit,naturalizing",,,,"Mail Order Natives
a very nice plum for culinary use. Red, crisp sweet plums ripen in late June-early July. Plant two or three for adequate pollination.  If you like plums, plant the Prunus angustifolia 'Guthrie' as well. This variety will ripen in early June. As a result, you will have two months of wonderful plums right in your own backyard.",Mail Order Natives,Odum Plum@Just fruit & exotics,Other selection,,,,,,,,,,5/5/2024 4:44pm,,,,
Six Weeks,Interesting,0,,Clone,Prunus angustifolia,Rosaceae-Amygdaloideae-Amygdaleae: Prunus angustifolia (Chickasaw plum),,,,,,,,"fruit,naturalizing",,,," Okie, W.R. “Plum Crazy: Rediscovering Our Lost Prunus Resources.” HortScience 36, no. 2 (April 2001): 209–13. https://doi.org/10.21273/HORTSCI.36.2.209.",,,,,,,,,,,,,6/25/2021 8:33am,,,,
Toole’s Heirloom Plum,Interesting,0,,Clone,Prunus angustifolia,Rosaceae-Amygdaloideae-Amygdaleae: Prunus angustifolia (Chickasaw plum),,,,,,,,"fruit,naturalizing",,,,"Toole’s Heirloom is a Chickasaw type plum that my dad brought home to the house I grew up in when I was a child. I’m not sure of its origin but likely he got it from a family member or one of his customers. There used to be a local Chickasaw variety in the area that was passed around in the local African American community called the Bouie plum. I keep running into people who remember it, but no-one as seen one in a long time and no-one knows anyone who still has one. It’s possible the Toole’s Heirloom is a Bouie plum. It could be an Odom although it looks a little different from the Odoms posted above. Anyway, I should definitely get good pictures this year. Those of you who have Odom plums, it would be good to see a pick of the inside of the plum. While Toole’s Heirloom is mostly red with a little orange, the inside is a distinct greenish yellow. Toole’s Heirloom is very sweet, quite a bit sweeter but not as big as of fruit as Robusto. HERE",,,Other selection,,,,,,,,,,5/5/2024 5:31pm,,,,
Byrongold,Interesting,0,,Hybrid clone,Prunus hybrid,Rosaceae-Amygdaloideae-Amygdaleae: Prunus angustifolia (Chickasaw plum),,,,,,,,fruit,,,," Okie, W.R. “Plum Crazy: Rediscovering Our Lost Prunus Resources.” HortScience 36, no. 2 (April 2001): 209–13. https://doi.org/10.21273/HORTSCI.36.2.209.",,,,,,,,,,,,,6/25/2021 8:33am,,,,
Robusto,Interesting,0,,Hybrid clone,Prunus hybrid,Rosaceae-Amygdaloideae-Amygdaleae: Prunus angustifolia (Chickasaw plum),,,,,,,,fruit,,,," Okie, W.R. “Plum Crazy: Rediscovering Our Lost Prunus Resources.” HortScience 36, no. 2 (April 2001): 209–13. https://doi.org/10.21273/HORTSCI.36.2.209.",,,,,,,,,,,,,6/25/2021 8:33am,,,,
Bruce Plum,Interesting,0,,Hybrid clone,Prunus salicina x angustifolia 'Bruce',Rosaceae-Amygdaloideae-Amygdaleae: Prunus angustifolia (Chickasaw plum),,,,,,,,fruit,,,," Okie, W.R. “Plum Crazy: Rediscovering Our Lost Prunus Resources.” HortScience 36, no. 2 (April 2001): 209–13. https://doi.org/10.21273/HORTSCI.36.2.209.",,Bruce Plum@Edible landscaping,Better with other selection,,,,,,,,,,11/5/2021 7:49pm,,,,
Glenglo peach,Interesting,0,,Clone,Prunus persica,Rosaceae-Amygdaloideae-Amygdaleae: Prunus persica (peaches),off patent,,,,,https://growingfruit.org/t/some-varieties-recently-off-patent/7969,Cultivar,fruit,,,,"Glenglo™

Discovered in Martinsburg, West Virginia by W. Glen Welsh, this variety is rapidly becoming an important early season variety in the Mid-Atlantic region. Many consider Glenglo™ the best flavored peach in this season. The fruit is large, very firm and freestone when tree ripened. The tree is medium in vigor and productive.

Propagated Rootstocks:
Bailey, Lovell 

Growing in UPick orchard in Chatham, Ready late June",,,,,,,,,,,,,6/25/2021 8:32am,,,,
Indian Blood Cling Peach,Interesting,0,,Selection,Prunus persica,Rosaceae-Amygdaloideae-Amygdaleae: Prunus persica (peaches),heirloom,,,,,,Cultivar,fruit,,,,,,"Indian Blood Cling Peach@Edible landscaping,Indian Blood Cling Peach@Willis (GA),Indian Blood Cling Peach@Gardens of antiquity,Indian Blood Cling Peach@Monticello,Indian Blood Cling Peach@See notes,Indian Blood Cling Peach@See notes",Self,,,,,,,,,,5/5/2024 5:31pm,,,,
Cresthaven Peach,Interesting,0,,Clone,Prunus persica 'Cresthaven',Rosaceae-Amygdaloideae-Amygdaleae: Prunus persica (peaches),,,,,,,Cultivar,fruit,,,,https://plants.ces.ncsu.edu/plants/prunus-persica-cresthaven/,,,,,,,,,,,,,6/25/2021 8:32am,,,,
"Hansen's bush cherry, sand cherry, sand plum",Not relevant,0,,,Prunus besseyi 'Hansen's',Rosaceae-Amygdaloideae-Amygdaleae: Prunus pumilla (Sand cherry/plum),,,,,,,,,,,,"Sand, open canopy, shade intolerant per https://www.srs.fs.usda.gov/pubs/ja/ja_bragg009.pdf

Synonyms: Cerasus pumila (L.) Michx.  Prunus susquehanae Willd.  Prunus cuneata Raf.  Prunus depressa Pursh.  Prunus besseyi Bailey.",,,,,,,,,,,,,7/9/2021 5:51pm,,,,
